 
				
					
					
				Nombre;Descripción del conjunto de datos;Sector;Palabras clave:;Fecha de incorporación al catálogo:;Última actualización de los metadatos:;Frecuencia de actualización:;Editor:;Licencia:;Lugar:;Formatos
EMT: Incidencias del servicio;" Conexión al Canal de Noticias de la Empresa Municipal de Transportes de Madrid. Las noticias se actualizan con frecuencia.  Avisos de incidencias en el funcionamiento de las líneas en servicio y descripición de los distintos eventos que las motivan: celebraciones deportivas, manifestaciones autorizadas, actividades culturales, montajes de grúas, obras,  etc.   La presencia de la  EMT  en redes sociales es la siguiente:   En Twitter: @EMTmadrid y @EMTincidencias  En Facebook:  https://www.facebook.com/EMTMadrid   En YouTube: http://m.youtube.com/user/EMTMADRIDMEDIA   Y Blog:  http://blog.emtmadrid.es/   ";transporte;;12/03/2014;;tiemporeal;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;rss,
Tráfico: Semáforos apagados o en destellos en tiempo real;" El siguiente conjunto de datos, indica los semáforos apagados o en destellos, en tiempo real, lo cual puede afectar a la circulación. Si el xml, esta vacío significa que no hay ninguna incidencia.  Esta información se actualiza casi en tiempo real, con una periodicidad de unos 5 minutos.  También existe otro conjunto de datos complementario, que es semáforos que no comunican con la central de tráfico del Ayuntamiento, lo cual puede ser indicio de que existe algún problema. ";transporte;;12/03/2014;;tiemporeal;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xml,
Oficina Municipal de Información al Consumidor;" Fichero de datos en el que se incluyen las direcciones, horario de atención al público y datos de contacto de las 22 sedes con que cuenta la OMIC del Ayuntamiento de Madrid, una central, y 21 oficinas de distrito ";sector-publico;;12/03/2014;;anual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,rdf,geo,xml,
Entidades de participación ciudadana: Federaciones;" Directorio de Asociaciones inscritas en el Registro de Entidades Ciudadanas del Ayuntamiento de Madrid, clasificadas según las categorías establecidas para su inscripción en el artículo 30 del Reglamento Orgánico de Participación Ciudadana.  Lo componen las siguientes: asociaciones culturales, deportivas, de carácter social, de casas regionales, de consumidores y usuarios, de inmigrantes, de Madres y Padres de Alumnos, de mayores, de jubilados y pensionistas, de mujeres, de vecinos, juveniles, medioambientales, de empresarios y profesionales, de salud y apoyo mutuo, de comerciantes y asociaciones para la cooperación al desarrollo.   A la derecha, en documentación asociada, tiene un documento explicativo.  ";sociedad-bienestar;;12/03/2014;;mensual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,rdf,geo,xml,
Normativa municipal;" En este conjunto se expone la normativa municipal, vigente y no vigente, que por otra parte, tambien se encuentra publicada en la web  madrid.es .  La división de la información, que se ofrece en 9 ficheros, no responde a grupos de normativa, fechas, etc ., sino a una división por tamaño de la información presentada. En cada paquete hay del orden de 100 referencias.   El formato de fechas corresponde al tipo de datos marca de tiempo ( timestamp ) que incluye valor de fecha y hora.  Ej.  1325718000000. El valor numérico indica el número de milisegundos transcurridos desde el 1 de enero de 1970, 00:00:00 GMT.  ";legislacion-justicia;;12/03/2014;;anual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xml,
Aparcamientos públicos municipales;" Relación de los aparcamientos destinados a la provisión de plazas de de uso público de la ciudad de Madrid, en la que se incluyen aquellos que tienen zonas reservada para residentes.   La gestión de estos aparcamientos se realiza a través de un concesionario.   Su régimen de utilización característico es el transitorio, en el que cualquier usuario puede acceder a cualquier plaza con estancia, generalmente, de corta o media duración. ";urbanismo-infraestructuras;;15/04/2014;;anual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,rdf,geo,xml,
Tráfico: Semáforos con avisadores acústicos;" Tráfico: Semáforos con avisadores acústicos.   A la derecha, en documentación asociada, tiene un documento explicativo.  ";transporte;;12/03/2014;;anual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,shp,
Tráfico: Intensidad del tráfico, ubicación de los puntos de medida;" Tráfico: intensidad del tráfico, puntos de medida. Este conjunto de datos esta relacionado con el de &quot;tráfico: intensidad del tráfico, valores&quot;, indicando este último para cada punto de medida, los vehículos que pasan:   La infraestructura de puntos de medida, disponible en la ciudad de Madrid se corresponde con: 7.360 detectores de vehículos: disponiendo en 71 de ellos de dispositivos de lectura de matrículas, en 158 de ellos de sistemas ópticos de visión artificial con control desde el Centro de Gestión de Movilidad, 1.245 específicos de vías rápidas y acceso a la ciudad y el resto de los 5.886 sistemas básicos de control de semáforos.  Más de 3.600 puntos de medida: disponiendo en 253 de ellos de los sistemas para el control de  velocidad, caracterización de los vehículos y doble lazo de lectura y 70 de ellos conforman las estaciones de toma de aforos específicas de la ciudad.  Sistemas de control automático de toda la información obtenida de los detectores con el contraste continuo con patrones de comportamiento esperado, así como el seguimiento de las instrucciones marcadas por el Comité Técnico de Normalización AEN/CTN 199 &ldquo;Equipamiento para la Gestión del Tráfico&rdquo; y en particular las aplicaciones específicas del SC3 relativas a &ldquo;Detectores y estaciones de toma de datos&rdquo; y SC15 relativas a &ldquo;Calidad de datos&rdquo;.     A la derecha, en documentación asociada, tiene un documento explicativo.  ";transporte;;12/03/2014;;anual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,shp,
Tráfico: Paneles información variable, ubicación;"Tráfico: Paneles información variable, ubicación. Este conjunto de datos, se encuentra relacionado con &quot;Tráfico: Información en paneles informativos de información variable en superficie.&quot;, poniendo en este último, en tiempo real, los mensajes informativos que se ven en las calles de Mádrid y en la M-30 (solo en la parte en superficie).";transporte;;12/03/2014;;anual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;shp,
Aparcamientos residentes P.A.R.  y aparcamientos públicos mixtos;" El Ayuntamiento de Madrid ofrece a los ciudadanos una amplia red de aparcamientos  para residentes (P.A.R.)     Las plazas de estos aparcamientos son de gestión municipal, y se adjudican a los residentes empadronados, mediante sorteo, por un período de 40 años.   Pueden acceder al uso de estas plazas las personas físicas que, disponiendo de vehículo, residan de hecho y estén empadronadas en el área de influencia que se establece para cada aparcamiento.   Adicionalmente, el servicio público de aparcamientos en su modalidad  de mixtos o con reserva de plaza,  viene prestándose en la práctica totalidad mediante gestión indirecta, a través de la figura intermedia de un concesionario. En estos casos, el gestor del aparcamiento se obliga a mantener durante todo el período de tiempo pactado una plaza de aparcamiento a disposición plena del usuario, por lo que suelen existir espacios o plantas completas reservadas para este uso. ";urbanismo-infraestructuras;;15/04/2014;;anual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,rdf,geo,xml,
Inventario de Procedimientos Administrativos del Ayuntamiento de Madrid;" El inventario de Procedimientos Administrativos del Ayuntamiento de Madrid recoge todos los procedimientos en los que el ciudadano puede ser interesado, independientemente de su forma de iniciación de oficio o a instancia de parte, excluyéndose únicamente los procedimientos internos. En esta misma línea, consistente en poner el énfasis en la información al ciudadano, se han incluido también en el inventario actuaciones de la Administración en las que éste es interesado, aunque, por su naturaleza, no se apliquen a ellas criterios como el plazo para resolver o el efecto del silencio administrativo (es el caso, por ejemplo, de la mayoría de las actuaciones inspectoras). Asimismo, el inventario no se limita a contemplar tan sólo los procedimientos cuyo fundamento legal se encuentre únicamente en la normativa municipal sino que, por el contrario, el criterio seguido en el mismo ha consistido en reflejar todos los procedimientos que tramita el Ayuntamiento de Madrid, con independencia de que su regulación se encuentre en la normativa estatal, autonómica o local.   Este inventario se actualizó en Octubre de 2014  ";sector-publico;Procedimiento,Administración Pública,;12/03/2014;20/10/2014 00:00;anual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,
Escuelas Infantiles Municipales;" Las Escuelas Infantiles Municipales son Centros de titularidad del Ayuntamiento de Madrid, integrados en la Red Pública de Centros de la Comunidad de Madrid.  Son centros dirigidos a alumnos del Primer ciclo de Educación Infantil (0-3 años). En algunos casos, estas escuelas son centros integrados en algún Colegio Público.  Se proporcionan datos de:   ubicación  contacto  transporte  coordenadas para su localización sobre plano  servicios que se proporcionan en cada centro (horario ampliado, comedor,  etc .)  ";educacion;;12/03/2014;;anual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,rdf,geo,xml,
Colegios Públicos de Madrid;" La competencia en materia de educación la tiene la Comunidad de Madrid, si bien en la ciudad de Madrid es competencia municipal el mantenimiento de las instalaciones.   El dataset relaciona los Colegios Públicos de Enseñanza Primaria de la ciudad de Madrid, proporcionando información sobre los distintos servicios que ofrecen (horario ampliado, programas y convenios, instalaciones auxiliares,  etc .) ";educacion;;12/03/2014;;anual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,rdf,geo,xml,
Oficinas de registro;" Las Oficinas de Registro del Ayuntamiento de Madrid están facultadas para recoger escritos dirigidos a cualquier órgano administrativo, ya sea de la Administración General del Estado, de la Administración Autonómica o de la Administración Local.  Estos registros municipales se cuentran en:   Áreas de Gobierno y Tribunal Económico-Administrativo  Oficinas de Atención Integral al contribuyente  Oficinas de Línea Madrid  Agencias y Organismos Autónomos municipales   Se relacionan los 47 puntos que conforman la red de registro municipal, aportando datos de:     dirección  contacto  horarios  transportes  servicios (idiomas, accesibilidad,  etc .)  coordenadas para su localización sobre plano    A la derecha, en documentación asociada, tiene un documento explicativo.  ";sector-publico;;12/03/2014;;anual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,rdf,geo,xml,
Instalaciones accesibles no municipales;" Relación de todas aquellas instalaciones accesibles no municipales de las que posee conocimiento expreso el Ayuntamiento de Madrid: Hoteles, Centros de Salud, Hospitales, Universidades, Ministerios, Museos. etc. ";sociedad-bienestar;;12/03/2014;;anual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,rdf,geo,xml,
Instalaciones accesibles municipales;" Instalaciones accesibles municipales. ";sociedad-bienestar;;12/03/2014;;anual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,rdf,geo,xml,
Mercadillos en la vía pública;" Mercadillos Municipales en vía pública. Ubicación, fechas y horario de celebración.   A la derecha, en documentación asociada, tiene un documento explicativo.  ";comercio;;12/03/2014;;anual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,rdf,geo,xml,
Tráfico: Intensidad del tráfico en tiempo real (valores);" Esta información se actualiza casi en tiempo real, con una periodicidad de unos 5 minutos, que es el tiempo mínimo de varios ciclos de semáforo, necesarios para dar una medición real, y que no se vea afectada la medición por si el semáforo está abierto o cerrado.  Existen otros conjuntos de datos relacionados como son:   Tráfico: Intensidad del tráfico. Mapa de tramas (con la misma información en formato KML), y con la posibilidad de verla en Google Maps o Google Earth.  Tráfico: Intensidad del tráfico, ubicación de los puntos de medida    A la derecha, en documentación asociada, tiene un documento explicativo.  ";transporte;Movilidad y Transportes,Circulación,;12/03/2014;;tiemporeal;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xml,
Tráfico: Información en paneles informativos de información variable en superficie;" Tráfico: Información en paneles informativos de información variable en superficie ";transporte;;12/03/2014;19/11/2013 11:30;tiemporeal;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xml,
Tráfico: Incidencias en vía pública;" Este conjunto de datos, presenta las incidencias en vía pública en formato XML. Existe otro conjunto de datos publicado en el portal que da esta misma información en formato KML, y que permite ser representado por Google Maps y Google Earth.  Las incidencias en vía pública pueden ser del siguiente tipo: obras, accidentes, alertas, previsiones y eventos.  Esta información se actualiza casi en tiempo real, con una periodicidad de unos 5 minutos. ";transporte;;12/03/2014;;tiemporeal;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xml,
Tráfico: Cámaras;" Información acerca de las  201 cámaras fijas de tráfico situadas en la ciudad de Madrid. ";transporte;;12/03/2014;16/01/2014 11:30;tiemporeal;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;kml,
Bibliotecas y bibliobuses en la ciudad de Madrid;" Relación de todas la Bibliotecas Públicas sitas en la ciudad de Madrid, de titularidad nacional, comunitaria o local. Incluye también bibliobuses. Datos de dirección, horario, servicios y coordenadas para su georeferenciación.  Existen en el Portal otros 3 conjuntos de datos, que se encuentran relacionados con este como son:    Actividades gratuitas en  Bibliotecas  Municipales en los próximos 60 días     Bibliotecas  municipales: Catálogo     Bibliotecas  Municipales: Préstamos Activos    Sigue a Bibliotecas del Ayuntamiento de Madrid en Redes sociales en:  - Twitter:  @bpmmadrid   - Facebook:  https://www.facebook.com/bpmmadrid  - YouTube:  https://www.youtube.com/user/bpmmadrid  - Pinterest:  https://www.pinterest.com/bpmmadrid/   A la derecha, en documentación asociada, tiene un documento explicativo con la estructura de los campos de los ficheros que se pueden descargar. ";cultura-ocio;;12/03/2014;06/11/2014 00:00;anual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,rdf,geo,xml,
Calidad del aire: Datos diarios años 2003 a 2015;" El Sistema Integral de la Calidad del Aire del Ayuntamiento de Madrid permite conocer en cada momento los niveles de contaminación atmosférica en el municipio. En este conjunto de datos puede obtener la información recogida por las estaciones de control de calidad del aire, con los datos horarios de los años 2003 a 2015 (hasta abril incluido).   A la derecha, en documentación asociada, tiene un documento explicativo.  ";medio-ambiente;Medio Ambiente,Salud ambiental,Impacto ambientas,Salud,;12/03/2014;08/05/2015 00:00;mensual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;txt,
Madrid Salud: relación de centros municipales;"  Centros de Salud Municipales  Centros de Atención a Drogodependencias  Centros especializados  Centros monográficos   Datos de ubicación, transporte, contacto, horario y servicios. Referencias a Barrios y Distritos de ubicación del centro y su área de influencia de servicios.   A la derecha, en documentación asociada, tiene un documento explicativo.  ";salud;;12/03/2014;;anual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,rdf,geo,xml,
Elementos de mobiliario urbano y juegos homologados;" El presente listado relaciona aquellos elementos de mobiliario urbano, que se encuentran homologados para su instalación en vía pública dentro del término municipal de Madrid.  El listado se compone de varios archivos de excel, a fin de facilitar su consulta de una forma sencilla e intuitiva:    Equipamientos urbanos: Incluye los elementos de conservación municipal propios de obras de urbanización, tales como bancos, bolardos, papeleras, etc.  Mobiliario de conservación privada: Incluye elementos de conservación privada, a excepción de los elementos propios de terrazas de veladores. Incluye quioscos de venta de prensa, de flores, de lotería, cabinas telefónicas, isletas para pasos de carruajes, etc.   Juegos infantiles: Incluye tanto los juegos infantiles como los elementos accesorios de éstas zonas de juego, de conservación municipal.   Juegos para mayores: Incluye los elementos de las áreas de juegos para mayores, de conservación municipal.   Juegos deportivos: Idem pero referido a elementos de ejercitación deportiva.    ";urbanismo-infraestructuras;;12/03/2014;;trimestral;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,
Calidad del aire: Datos horarios años 2003 a 2015;" El Sistema Integral de la Calidad del Aire del Ayuntamiento de Madrid permite conocer en cada momento los niveles de contaminación atmosférica en el municipio. En este conjunto de datos puede obtener la información recogida por las estaciones de control de calidad del aire, con los datos horarios de los años 2003 a 2015.   A la derecha, en documentación asociada, tiene un documento explicativo.  ";medio-ambiente;Salud Pública,Medio Ambiente,Impacto ambientas,Salud,;12/03/2014;08/05/2015 00:00;mensual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;txt,
Puntos de información turística;" Datos y coordenadas de localización, accesibilidad, servicios y transporte de los puntos fijos de información turística municipales.  Existe adicionalmente una Unidad Móvil que funciona como punto itinerante de información turística de la ciudad de Madrid con atención presencial y personalizada en varios idiomas. Durante todo el año y, en especial, durante los principales periodos vacacionales (Semana Santa, Verano y Navidad) se sitúa junto a monumentos y edificios de gran afluencia turística como el Palacio Real, el Museo del Prado o Caixa Forum y presta un servicio informativo de apoyo a los Servicios de Atención e Información Turística en las campañas especiales que se llevan a cabo con motivo de las diferentes celebraciones que tienen lugar en nuestra ciudad (Día del Libro, Semana del Orgullo Gay, Noche en Blanco, Día Mundial del Turismo, Festival Internacional de Jazz, ...). Presta servicios de atención presencial, autoconsulta, bucle magnético y dispone de acceso adaptado.   A la derecha, en documentación asociada, tiene un documento explicativo.  ";turismo;;12/03/2014;;anual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,rdf,geo,xml,
Museos de la ciudad de Madrid;" Datos de los Museos de la ciudad de Madrid. Localización, transportes, horarios, visitas, datos de contacto. ";cultura-ocio;;12/03/2014;;anual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,rdf,geo,xml,
Mercados Municipales;" Los mercados municipales constituyen un servicio público profundamente arraigado en la cultura de los madrileños; mantienen una relevante función como referentes del comercio tradicional de alimentos frescos y de la vida social de los barrios.  Se relacionan los 46 mercados que conforman la red municipal, aportando datos de:   dirección  contacto  horarios  transportes  servicios  coordenadas para su localización sobre plano   Este conjunto de datos, complementa a otro publicado en este portal que es &quot;Mercados Municipales: locales comerciales, nombres comerciales y actividades&quot;, donde esta la información de locales comerciales, actividad, nombre comercial y planta o ubicación. ";comercio;;12/03/2014;;anual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,rdf,geo,xml,
Embajadas y Consulados;" Datos de localización, horarios, contacto y servicios de embajadas y consulados destacados en la ciudad de Madrid. ";urbanismo-infraestructuras;;12/03/2014;;anual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,rdf,geo,xml,
Revisión Plan General 2013. Fase Avance. 1 - Clasificación y usos del suelo. Servicio WMS;" Revisión Plan General 2013. Fase de Avance. Servicio web  WMS .   A la derecha, en documentación asociada, tiene un documento explicativo.   ";urbanismo-infraestructuras;;12/03/2014;19/11/2013 11:30;sindefinir;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;wms,
Revisión Plan General 2013. Fase Avance. 4 - Usos del suelo;" Incluye la información del destino urbanístico principal de todos los elementos que componen el término municipal de Madrid  El sistema de referencia utilizado es  EPSG :25830: Proyección  UTM   ETRS89  Huso 30 N.  La descripción de los campos y su contenido se encuentra en el fichero &quot;WMS_Descripcionservicio.pdf&quot; descargable en el DataSet &ldquo;Revisión Plan General. Avance. Clasificación y usos del suelo&rdquo;.  En los metadatos de cada capa se encuentra información adicional.  &iexcl;ADVERTENCIA! La información está elaborada tomando como escala máxima 1:7.500.   La utilización de escalas mayores puede conducir a determinaciones erróneas. ";urbanismo-infraestructuras;;12/03/2014;;sindefinir;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;shp,kmz,
Revisión Plan General 2013. Fase Avance. 6 - Cartografía base;" Contine la cartografía base para la redacción del documento urbanístico.  El sistema de referencia utilizado es  EPSG :25830: Proyección  UTM   ETRS89  Huso 30 N. ";urbanismo-infraestructuras;;12/03/2014;;sindefinir;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;shp,
Revisión Plan General 2013. Fase Avance. 3 - Clasificación del suelo;" Se reflejan las zonas en las que se divide el término municipal de Madrid atendiendo a su clase y categoría.  El sistema de referencia utilizado es  EPSG :25830: Proyección  UTM   ETRS89  Huso 30 N.  La descripción de los campos y su contenido se encuentra en el fichero &quot;WMS_Descripcionservicio.pdf&quot; descargable en el DataSet &ldquo;Revisión Plan General. Avance. Clasificación y usos del suelo&rdquo;.  En los metadatos de cada capa se encuentra información adicional.  &iexcl;&iexcl;&iexcl;ADVERTENCIA!!!: La información está elaborada tomando como escala máxima 1:7.500.  La utilización de escalas mayores puede conducir a determinaciones erróneas. ";urbanismo-infraestructuras;;12/03/2014;;sindefinir;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;shp,kmz,
Parques y Jardines;" Parques en Madrid. Parques históricos y singulares. Parques forestales. Rosaledas y colecciones botánicas. ";medio-ambiente;;12/03/2014;;anual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,rdf,geo,xml,
Estaciones de suministro de combustibles menos contaminantes;" Relación de puntos de suministro de combustibles menos contamintantes de acceso público pertenecientes a estaciones de servicio ubicadas en vía pública: bioetanol, gas liquado de petróleo (GLP) y gas natural comprimido (GNC) ";transporte;;12/03/2014;26/09/2014 00:00;semestral;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,
Revisión Plan General 2013. Fase Avance. 5 - Ámbitos de Ordenación Específica;" Contiene todos los datos de las fichas de ámbitos de clasificación y categorización de suelo, regulación de condiciones de usos (RU), regulación incorporada (RI) y regulación diferida (RD).  Datos generales de los ámbitos de clasificación (Datos Generales Clase de Suelo.csv)  Datos generales de las áreas regulación de usos (RU y RI) (Datos Generales Usos.csv)  Edificabilidades de las áreas de regulación de usos (RU y RI) (Edificabilidades Usos.csv)  Índices urbanísticos de las áreas de regulación de usos (RU y RI) (Indices urbanísticos Usos.csv)  Superficies de suelo de las áreas de regulación de usos (RU y RI) (Superficies de Suelo Usos.csv)  Observaciones de las áreas de regulación de usos (RU y RI) (Observaciones Ambitos RU y RI.csv)  Datos generales de los ámbitos de regulación diferida (RD) (Datos Generales RD.csv) ";urbanismo-infraestructuras;;12/03/2014;;sindefinir;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,
Áreas infantiles municipales;" En este conjunto de datos están todas las Áreas Infantiles, excepto las que se encuentran en Parques Históricos.  Madrid es la ciudad española que dispone del mayor número de áreas de juegos infantiles instaladas en parques y vía pública. Además es la primera que adaptó todas las áreas de juego a la normativa europea de aplicación en la materia (Normas UNE-EN 1176 y 1177), así como a adaptar las existentes a la misma. Esta labor supuso un importante esfuerzo económico que conllevó que en abril del 2007 todas las áreas contaran con un certificado de cumplimiento de la normativa, certificado que se renueva anualmente, destacándose aspectos tan importantes como el cumplimiento de criterios de seguridad, valor lúdico, integración estética y accesibilidad así como higiene y confort en el cien por cien de las áreas. ";cultura-ocio;;15/04/2014;;anual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,
Áreas municipales para mayores;" En este conjunto de datos están todas las Áreas de Mayores, excepto las que se encuentran en Parques Históricos.  En los últimos años se están instalando en la Ciudad de Madrid áreas de mayores en todos los Distritos. Esta iniciativa comenzó a finales del año 2001 con carácter experimental y consistió en la creación y desarrollo, por parte de diferentes empresas así como de fisioterapeutas especialistas, de diferentes elementos de ejercicio destinados a nuestros mayores.  Estas áreas se plantean como espacios urbanos de reunión de nuestros mayores que a la vez que realizan los ejercicios, disponen de un lugar de sociabilización, siendo un estimulo para mejorar su calidad de vida. ";cultura-ocio;;15/04/2014;;anual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,
Revisión Plan General 2013. Fase Avance. 2 - Clasificación y usos del suelo. Geodatabase;" La geodatabase cuenta con las siguientes capas:   CLASE: en la que se reflejan las zonas en las que se divide el término municipal de Madrid atendiendo a su clase y categoría.   UBO : con la información del destino urbanístico principal de todos los elementos que componen el término municipal de Madrid    El sistema de referencia utilizado es  EPSG :25830: Proyección  UTM   ETRS89  Huso 30 N. La descripción de los campos y su contenido se encuentra en el fichero &quot;WMS_Descripcionservicio.pdf&quot; descargable en el DataSet &ldquo;Revisión Plan General. Avance. Clasificación y usos del suelo&rdquo;. En los metadatos de cada capa se encuentra información adicional.  &iexcl;ADVERTENCIA! La información está elaborada tomando como escala máxima 1:7.500. La utilización de escalas mayores puede conducir a determinaciones erróneas. Esta información se encuentra en fase de avance, hasta final de febrero de 2014. ";urbanismo-infraestructuras;;12/03/2014;;sindefinir;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;mdb,
Infraestructuras dirigidas a emprendedores y a pymes de Madrid Emprende;" Infraestructuras del Ayuntamiento de Madrid dirigidas a emprendedores y a pymes, que tiene Madrid Emprende. ";economia;;12/03/2014;;semestral;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,
Centros Municipales de Mayores;" Relación de los Centros de Mayores de titularidad municipal de la ciudad de Madrid.  Los  Centros Municipales de Mayores  son espacios donde se realizan actividades de prevención de la dependencia y promoción del ocio y envejecimiento activo, con el fin de mejorar la calidad de vida de las personas mayores.  Se incluye una pormenorizada relación de los servicios e instalaciones que se proporcionan en cada centro.   A la derecha, en documentación asociada, tiene un documento explicativo.  ";sociedad-bienestar;;12/03/2014;;anual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,rdf,geo,xml,
Centros de Día;" Centros municipales y concertados de día en la ciudad de Madrid.   Los  centros de día  son instalaciones especializadas en tercera edad, donde un grupo de profesionales se dedica a la prevención, tratamiento y cuidado de las personas mayores. Los mayores pueden continuar en sus casas, pasando las noches y fines de semana, de este modo no existe una desvinculación total con su ambiente de referencia, su entorno, ya que no se encuentran en situaciones de total dependencia.   A la derecha, en documentación asociada, tiene un documento explicativo.  ";sociedad-bienestar;;12/03/2014;;anual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,rdf,geo,xml,
Deportes: Centros Deportivos Municipales (Polideportivos);" Datos de ubicación, transporte, contacto, horario, servicios, superficies disponibles de los Centros Deportivos Municipales (polideportivos). Cada uno de ellos se ubica y referencia espacialmente.   A la derecha, en documentación asociada, tiene un documento explicativo.  ";deporte;;12/03/2014;;anual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,rdf,geo,xml,
Deportes: Instalaciones Deportivas Básicas Municipales;" Datos de ubicación, transporte, contacto, horario, servicios, superficies disponibles de las instalaciones municipales deportivas básicas. Cada una de ellas se ubica y referencia espacialmente.   A la derecha, en documentación asociada, tiene un documento explicativo.  ";deporte;;12/03/2014;;anual;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,rdf,geo,xml,
EMT: rutas;" Información proporcionada por la Empresa Municipal de Transporte,  E.M.T. , con toda la información  relevante sobre el servicio de líneas de EMT. Toda esta información tambien se puede obtener en su página web:  http://opendata.emtmadrid.es/Home .   En la misma tambien podrán obtener la información en tiempo real, es decir, la ubicación de cada autobus, asi como las incidencias del servicio ( http://feeds.emtmadrid.es:8082/emtrss.xml ).   Aqui podrá obtener: (información actualizada a 26 de agosto de 2.014), Recorrido y paradas de cada línea y Esquemas de líneas y paradas.  Las coordenadas  UTM  se encuentran en el sistema de referencia  ED50 .  Su presencia en redes sociales es la siguiente:   En Twitter: @EMTmadrid y @EMTincidencias  En Facebook:  https://www.facebook.com/EMTMadrid   En YouTube: http://m.youtube.com/user/EMTMADRIDMEDIA   Y Blog:  http://blog.emtmadrid.es/   ";transporte;;12/03/2014;26/08/2014 00:00;trimestral;Ayuntamiento de Madrid;http://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,shp,kmz,xml,
